ativo_principal;ticker_call;ticker_put;strike;expiracao
LAVV3;LAVVD800;LAVVP800;7,48;16/04/2026
LAVV3;LAVVG80;LAVVS80;7,48;16/07/2026
LAVV3;LAVVJ800;LAVVV800;7,48;16/10/2025
LAVV3;LAVVG800;LAVVS800;7,48;17/07/2025
LAVV3;LAVVL800;LAVVX800;7,48;17/12/2026
LAVV3;LAVVB80;LAVVN80;7,48;18/02/2027
LAVV3;LAVVF80;LAVVR80;7,48;18/06/2026
LAVV3;LAVVI800;LAVVU800;7,48;18/09/2025
LAVV3;LAVVK80;LAVVW80;7,48;18/11/2026
LAVV3;LAVVL890;LAVVX890;7,89;18/12/2025
LAVV3;LAVVB800;LAVVN800;7,48;19/02/2026
LAVV3;LAVVC80;LAVVO80;7,48;19/03/2026
LAVV3;LAVVH80;LAVVT80;7,48;20/08/2026
LAVV3;LAVVK800;LAVVW800;7,48;20/11/2025
LEVE3;LEVEA27;LEVEM27;25,09;14/01/2027
LEVE3;LEVEE27;LEVEQ27;25,09;14/05/2026
LEVE3;LEVEH270;LEVET270;25,09;14/08/2025
LEVE3;LEVEA270;LEVEM270;25,09;15/01/2026
LEVE3;LEVEJ27;LEVEV27;25,09;15/10/2026
LEVE3;LEVED270;LEVEP270;25,09;16/04/2026
LEVE3;LEVEG27;LEVES27;25,09;16/07/2026
LEVE3;LEVEJ270;LEVEV270;25,09;16/10/2025
LEVE3;LEVEG270;LEVES270;25,09;17/07/2025
LEVE3;LEVEG320;LEVES320;30,09;17/07/2025
LEVE3;LEVEI27;LEVEU27;25,09;17/09/2026
LEVE3;LEVEL350;LEVEX350;32,93;17/12/2026
LEVE3;LEVEL450;LEVEX450;42,93;17/12/2026
LEVE3;LEVEB269;LEVEN269;25,09;18/02/2027
LEVE3;LEVEF270;LEVER270;25,09;18/06/2026
LEVE3;LEVEI270;LEVEU270;25,09;18/09/2025
LEVE3;LEVEK27;LEVEW27;25,09;18/11/2026
LEVE3;LEVEL346;LEVEX346;30,38;18/12/2025
LEVE3;LEVEL404;LEVEX404;36,13;18/12/2025
LEVE3;LEVEL506;LEVEX506;46,38;18/12/2025
LEVE3;LEVEB27;LEVEN27;25,09;19/02/2026
LEVE3;LEVEC27;LEVEO27;25,09;19/03/2026
LEVE3;LEVEH27;LEVET27;25,09;20/08/2026
LEVE3;LEVEK270;LEVEW270;25,09;20/11/2025
LILY9;LILYA15;LILYM15;153,61;14/01/2027
LILY9;LILYE15;LILYQ15;153,61;14/05/2026
LILY9;LILYH154;LILYT154;153,61;14/08/2025
LILY9;LILYA154;LILYM154;153,61;15/01/2026
LILY9;LILYJ15;LILYV15;153,61;15/10/2026
LILY9;LILYD154;LILYP154;153,61;16/04/2026
LILY9;LILYJ154;LILYV154;153,61;16/10/2025
LILY9;LILYG154;LILYS154;153,61;17/07/2025
LILY9;LILYI15;LILYU15;153,61;17/09/2026
LILY9;LILYL15;LILYX15;153,61;17/12/2026
LILY9;LILYB15;LILYN15;153,61;18/02/2027
LILY9;LILYF15;LILYR15;153,61;18/06/2026
LILY9;LILYI154;LILYU154;153,61;18/09/2025
LILY9;LILYK15;LILYW15;153,61;18/11/2026
LILY9;LILYL154;LILYX154;153,61;18/12/2025
LILY9;LILYB154;LILYN154;153,61;19/02/2026
LILY9;LILYC154;LILYO154;153,61;19/03/2026
LILY9;LILYH15;LILYT15;153,61;20/08/2026
LILY9;LILYK154;LILYW154;153,61;20/11/2025
LJQQ3;LJQQA200;LJQQM200;2,00;14/01/2027
LJQQ3;LJQQE200;LJQQQ200;2,00;14/05/2026
LJQQ3;LJQQH200;LJQQT200;2,00;14/08/2025
LJQQ3;LJQQA900;LJQQM900;8,89;15/01/2026
LJQQ3;LJQQJ20;LJQQV20;2,00;15/10/2026
LJQQ3;LJQQD200;LJQQP200;2,00;16/04/2026
LJQQ3;LJQQG20;LJQQS20;2,00;16/07/2026
LJQQ3;LJQQJ200;LJQQV200;2,00;16/10/2025
LJQQ3;LJQQG195;LJQQS195;1,95;17/07/2025
LJQQ3;LJQQG200;LJQQS200;2,00;17/07/2025
LJQQ3;LJQQG205;LJQQS205;2,05;17/07/2025
LJQQ3;LJQQI20;LJQQU20;2,00;17/09/2026
LJQQ3;LJQQL200;LJQQX200;2,00;17/12/2026
LJQQ3;LJQQB20;LJQQN20;2,00;18/02/2027
LJQQ3;LJQQF20;LJQQR20;2,00;18/06/2026
LJQQ3;LJQQI200;LJQQU200;2,00;18/09/2025
LJQQ3;LJQQK20;LJQQW20;2,00;18/11/2026
LJQQ3;LJQQL800;LJQQX800;7,89;18/12/2025
LJQQ3;LJQQB200;LJQQN200;2,00;19/02/2026
LJQQ3;LJQQC200;LJQQO200;2,00;19/03/2026
LJQQ3;LJQQH20;LJQQT20;2,00;20/08/2026
LJQQ3;LJQQK200;LJQQW200;2,00;20/11/2025
LOGG3;LOGGA17;LOGGM17;16,76;14/01/2027
LOGG3;LOGGE17;LOGGQ17;16,76;14/05/2026
LOGG3;LOGGH170;LOGGT170;16,76;14/08/2025
LOGG3;LOGGH182;LOGGT182;18,01;14/08/2025
LOGG3;LOGGH212;LOGGT212;21,01;14/08/2025
LOGG3;LOGGA170;LOGGM170;16,76;15/01/2026
LOGG3;LOGGJ17;LOGGV17;16,76;15/10/2026
LOGG3;LOGGD170;LOGGP170;16,76;16/04/2026
LOGG3;LOGGG17;LOGGS17;16,76;16/07/2026
LOGG3;LOGGJ170;LOGGV170;16,76;16/10/2025
LOGG3;LOGGG165;LOGGS165;16,26;17/07/2025
LOGG3;LOGGG167;LOGGS167;16,51;17/07/2025
LOGG3;LOGGG170;LOGGS170;16,76;17/07/2025
LOGG3;LOGGG172;LOGGS172;17,01;17/07/2025
LOGG3;LOGGG175;LOGGS175;17,26;17/07/2025
LOGG3;LOGGI170;LOGGU170;16,76;17/09/2026
LOGG3;LOGGL17;LOGGX17;16,76;17/12/2026
LOGG3;LOGGB17;LOGGN17;16,76;18/02/2027
LOGG3;LOGGF17;LOGGR17;16,76;18/06/2026
LOGG3;LOGGI189;LOGGU189;16,34;18/09/2025
LOGG3;LOGGK170;LOGGW170;16,76;18/11/2026
LOGG3;LOGGL170;LOGGX170;16,76;18/12/2025
LOGG3;LOGGB170;LOGGN170;16,76;19/02/2026
LOGG3;LOGGC17;LOGGO17;16,76;19/03/2026
LOGG3;LOGGH17;LOGGT17;16,76;20/08/2026
LOGG3;LOGGK180;LOGGW180;16,04;20/11/2025
LOGG3;LOGGK190;LOGGW190;17,04;20/11/2025
LOGG3;LOGGK20;LOGGW20;18,04;20/11/2025
LOGG3;LOGGK26;LOGGW26;24,04;20/11/2025
LOGG3;LOGGK27;LOGGW27;25,04;20/11/2025
LOGG3;LOGGK28;LOGGW28;26,04;20/11/2025
LOGN3;LOGNA20;LOGNM20;20,00;14/01/2027
LOGN3;LOGNE20;LOGNQ20;20,00;14/05/2026
LOGN3;LOGNH200;LOGNT200;20,00;14/08/2025
LOGN3;LOGNA200;LOGNM200;20,00;15/01/2026
LOGN3;LOGNJ20;LOGNV20;20,00;15/10/2026
LOGN3;LOGND200;LOGNP200;20,00;16/04/2026
LOGN3;LOGNG20;LOGNS20;20,00;16/07/2026
LOGN3;LOGNJ200;LOGNV200;20,00;16/10/2025
LOGN3;LOGNG200;LOGNS200;20,00;17/07/2025
LOGN3;LOGNI20;LOGNU20;20,00;17/09/2026
LOGN3;LOGNL20;LOGNX20;20,00;17/12/2026
LOGN3;LOGNB199;LOGNN199;20,00;18/02/2027
LOGN3;LOGNF20;LOGNR20;20,00;18/06/2026
LOGN3;LOGNI200;LOGNU200;20,00;18/09/2025
LOGN3;LOGNK20;LOGNW20;20,00;18/11/2026
LOGN3;LOGNL200;LOGNX200;20,00;18/12/2025
LOGN3;LOGNB20;LOGNN20;20,00;19/02/2026
LOGN3;LOGNC20;LOGNO20;20,00;19/03/2026
LOGN3;LOGNH20;LOGNT20;20,00;20/08/2026
LOGN3;LOGNK200;LOGNW200;20,00;20/11/2025
LREN3;LRENA130;LRENM130;12,84;14/01/2027
LREN3;LRENA170;LRENM170;16,84;14/01/2027
LREN3;LRENA172;LRENM172;17,09;14/01/2027
LREN3;LRENE220;LRENQ220;19,44;14/05/2026
LREN3;LRENE240;LRENQ240;21,26;14/05/2026
LREN3;LRENE260;LRENQ260;23,08;14/05/2026
LREN3;LRENE270;LRENQ270;23,99;14/05/2026
LREN3;LRENH134;LRENT134;13,26;14/08/2025
LREN3;LRENH136;LRENT136;13,51;14/08/2025
LREN3;LRENH144;LRENT144;14,26;14/08/2025
LREN3;LRENH170;LRENT170;14,51;14/08/2025
LREN3;LRENH149;LRENT149;14,76;14/08/2025
LREN3;LRENH151;LRENT151;15,01;14/08/2025
LREN3;LRENH154;LRENT154;15,26;14/08/2025
LREN3;LRENH156;LRENT156;15,51;14/08/2025
LREN3;LRENH159;LRENT159;15,76;14/08/2025
LREN3;LRENH169;LRENT169;16,76;14/08/2025
LREN3;LRENA171;LRENM171;17,01;15/01/2026
LREN3;LRENA1;LRENM1;17,51;15/01/2026
LREN3;LRENA220;LRENM220;19,33;15/01/2026
LREN3;LRENA240;LRENM240;21,14;15/01/2026
LREN3;LRENA260;LRENM260;22,96;15/01/2026
LREN3;LRENJ130;LRENV130;12,84;15/10/2026
LREN3;LREND130;LRENP130;12,84;16/04/2026
LREN3;LRENG13;LRENS13;12,84;16/07/2026
LREN3;LRENG172;LRENS172;17,09;16/07/2026
LREN3;LRENJ230;LRENV230;20,10;16/10/2025
LREN3;LRENJ24;LRENV24;21,01;16/10/2025
LREN3;LRENJ270;LRENV270;24,19;16/10/2025
LREN3;LRENG117;LRENS117;11,59;17/07/2025
LREN3;LRENG120;LRENS120;11,84;17/07/2025
LREN3;LRENG125;LRENS125;12,34;17/07/2025
LREN3;LRENG130;LRENS130;12,84;17/07/2025
LREN3;LRENG135;LRENS135;13,34;17/07/2025
LREN3;LRENG137;LRENS137;13,59;17/07/2025
LREN3;LRENG140;LRENS140;13,84;17/07/2025
LREN3;LRENG142;LRENS142;14,09;17/07/2025
LREN3;LRENI130;LRENU130;12,84;17/09/2026
LREN3;LRENL220;LRENX220;19,69;17/12/2026
LREN3;LRENL240;LRENX240;21,51;17/12/2026
LREN3;LRENL260;LRENX260;23,33;17/12/2026
LREN3;LRENL27;LRENX27;24,24;17/12/2026
LREN3;LRENB140;LRENN140;13,84;18/02/2027
LREN3;LRENB180;LRENN180;17,84;18/02/2027
LREN3;LRENB200;LRENN200;19,84;18/02/2027
LREN3;LRENB220;LRENN220;21,84;18/02/2027
LREN3;LRENB240;LRENN240;23,84;18/02/2027
LREN3;LRENB260;LRENN260;25,84;18/02/2027
LREN3;LRENF130;LRENR130;12,84;18/06/2026
LREN3;LRENI197;LRENU197;19,62;18/09/2025
LREN3;LRENI200;LRENU200;19,87;18/09/2025
LREN3;LRENI202;LRENU202;20,12;18/09/2025
LREN3;LRENI205;LRENU205;20,37;18/09/2025
LREN3;LRENI207;LRENU207;20,62;18/09/2025
LREN3;LRENI240;LRENU240;20,87;18/09/2025
LREN3;LRENI212;LRENU212;21,12;18/09/2025
LREN3;LRENI215;LRENU215;21,37;18/09/2025
LREN3;LRENI220;LRENU220;21,87;18/09/2025
LREN3;LRENI260;LRENU260;22,69;18/09/2025
LREN3;LRENI280;LRENU280;24,51;18/09/2025
LREN3;LRENK13;LRENW13;12,84;18/11/2026
LREN3;LRENL130;LRENX130;12,84;18/12/2025
LREN3;LRENL152;LRENX152;15,09;18/12/2025
LREN3;LRENB130;LRENN130;12,84;19/02/2026
LREN3;LRENC137;LRENO137;12,06;19/03/2026
LREN3;LRENC155;LRENO155;13,65;19/03/2026
LREN3;LRENH16;LRENT16;16,74;20/08/2026
LREN3;LRENH200;LRENT200;17,74;20/08/2026
LREN3;LRENH220;LRENT220;19,56;20/08/2026
LREN3;LRENH240;LRENT240;21,38;20/08/2026
LREN3;LRENH260;LRENT260;23,20;20/08/2026
LREN3;LRENK130;LRENW130;12,84;20/11/2025
LWSA3;LWSAA300;LWSAM300;3,00;14/01/2027
LWSA3;LWSAE30;LWSAQ30;3,00;14/05/2026
LWSA3;LWSAH325;LWSAT325;3,25;14/08/2025
LWSA3;LWSAH350;LWSAT350;3,50;14/08/2025
LWSA3;LWSAA335;LWSAM335;3,35;15/01/2026
LWSA3;LWSAA375;LWSAM375;3,75;15/01/2026
LWSA3;LWSAJ30;LWSAV30;3,00;15/10/2026
LWSA3;LWSAD300;LWSAP300;3,00;16/04/2026
LWSA3;LWSAG300;LWSAS300;3,00;16/07/2026
LWSA3;LWSAJ300;LWSAV300;3,00;16/10/2025
LWSA3;LWSAG600;LWSAS600;0,60;17/07/2025
LWSA3;LWSAG160;LWSAS160;1,60;17/07/2025
LWSA3;LWSAG260;LWSAS260;2,60;17/07/2025
LWSA3;LWSAG360;LWSAS360;3,60;17/07/2025
LWSA3;LWSAG460;LWSAS460;4,60;17/07/2025
LWSA3;LWSAG560;LWSAS560;5,60;17/07/2025
LWSA3;LWSAG680;LWSAS680;6,80;17/07/2025
LWSA3;LWSAG690;LWSAS690;6,90;17/07/2025
LWSA3;LWSAG700;LWSAS700;7,00;17/07/2025
LWSA3;LWSAG710;LWSAS710;7,10;17/07/2025
LWSA3;LWSAG720;LWSAS720;7,20;17/07/2025
LWSA3;LWSAG860;LWSAS860;8,60;17/07/2025
LWSA3;LWSAI30;LWSAU30;3,00;17/09/2026
LWSA3;LWSAL30;LWSAX30;3,00;17/12/2026
LWSA3;LWSAB299;LWSAN299;3,00;18/02/2027
LWSA3;LWSAF300;LWSAR300;3,00;18/06/2026
LWSA3;LWSAI300;LWSAU300;3,00;18/09/2025
LWSA3;LWSAI760;LWSAU760;7,60;18/09/2025
LWSA3;LWSAK30;LWSAW30;3,00;18/11/2026
LWSA3;LWSAL300;LWSAX300;3,00;18/12/2025
LWSA3;LWSAB30;LWSAN30;3,00;19/02/2026
LWSA3;LWSAC300;LWSAO300;3,00;19/03/2026
LWSA3;LWSAH300;LWSAT300;3,00;20/08/2026
LWSA3;LWSAK300;LWSAW300;3,00;20/11/2025
M1TA9;M1TAA13;M1TAM13;136,86;14/01/2027
M1TA9;M1TAH137;M1TAT137;136,86;14/08/2025
M1TA9;M1TAA137;M1TAM137;136,86;15/01/2026
M1TA9;M1TAJ13;M1TAV13;136,86;15/10/2026
M1TA9;M1TAD137;M1TAP137;136,86;16/04/2026
M1TA9;M1TAG13;M1TAS13;136,86;16/07/2026
M1TA9;M1TAJ137;M1TAV137;136,86;16/10/2025
M1TA9;M1TAG137;M1TAS137;136,86;17/07/2025
M1TA9;M1TAI13;M1TAU13;136,86;17/09/2026
M1TA9;M1TAL13;M1TAX13;136,86;17/12/2026
M1TA9;M1TAB13;M1TAN13;136,86;18/02/2027
M1TA9;M1TAI137;M1TAU137;136,86;18/09/2025
M1TA9;M1TAK13;M1TAW13;136,86;18/11/2026
M1TA9;M1TAL137;M1TAX137;136,86;18/12/2025
M1TA9;M1TAB137;M1TAN137;136,86;19/02/2026
M1TA9;M1TAC13;M1TAO13;136,86;19/03/2026
M1TA9;M1TAH13;M1TAT13;136,86;20/08/2026
M1TA9;M1TAK137;M1TAW137;136,86;20/11/2025
MATD3;MATDA40;MATDM40;3,93;14/01/2027
MATD3;MATDE40;MATDQ40;3,93;14/05/2026
MATD3;MATDH400;MATDT400;3,93;14/08/2025
MATD3;MATDA400;MATDM400;3,93;15/01/2026
MATD3;MATDJ40;MATDV40;3,93;15/10/2026
MATD3;MATDD400;MATDP400;3,93;16/04/2026
MATD3;MATDG40;MATDS40;3,93;16/07/2026
MATD3;MATDJ400;MATDV400;3,93;16/10/2025
MATD3;MATDG400;MATDS400;3,93;17/07/2025
MATD3;MATDI40;MATDU40;3,93;17/09/2026
MATD3;MATDL40;MATDX40;3,93;17/12/2026
MATD3;MATDB399;MATDN399;3,93;18/02/2027
MATD3;MATDF40;MATDR40;3,93;18/06/2026
MATD3;MATDI400;MATDU400;3,93;18/09/2025
MATD3;MATDK40;MATDW40;3,93;18/11/2026
MATD3;MATDL400;MATDX400;3,93;18/12/2025
MATD3;MATDB40;MATDN40;3,93;19/02/2026
MATD3;MATDC40;MATDO40;3,93;19/03/2026
MATD3;MATDH40;MATDT40;3,93;20/08/2026
MATD3;MATDK400;MATDW400;3,93;20/11/2025
MBLY3;MBLYA20;MBLYM20;2,00;14/01/2027
MBLY3;MBLYE20;MBLYQ20;2,00;14/05/2026
MBLY3;MBLYH200;MBLYT200;2,00;14/08/2025
MBLY3;MBLYA200;MBLYM200;2,00;15/01/2026
MBLY3;MBLYJ20;MBLYV20;2,00;15/10/2026
MBLY3;MBLYD200;MBLYP200;2,00;16/04/2026
MBLY3;MBLYG20;MBLYS20;2,00;16/07/2026
MBLY3;MBLYJ200;MBLYV200;2,00;16/10/2025
MBLY3;MBLYG200;MBLYS200;2,00;17/07/2025
MBLY3;MBLYI20;MBLYU20;2,00;17/09/2026
MBLY3;MBLYL20;MBLYX20;2,00;17/12/2026
MBLY3;MBLYB199;MBLYN199;2,00;18/02/2027
MBLY3;MBLYF20;MBLYR20;2,00;18/06/2026
MBLY3;MBLYI200;MBLYU200;2,00;18/09/2025
MBLY3;MBLYK20;MBLYW20;2,00;18/11/2026
MBLY3;MBLYL200;MBLYX200;2,00;18/12/2025
MBLY3;MBLYB20;MBLYN20;2,00;19/02/2026
MBLY3;MBLYC200;MBLYO200;2,00;19/03/2026
MBLY3;MBLYH20;MBLYT20;2,00;20/08/2026
MBLY3;MBLYK200;MBLYW200;2,00;20/11/2025
MCDC9;MCDCA85;MCDCM85;84,32;14/01/2027
MCDC9;MCDCE850;MCDCQ850;84,32;14/05/2026
MCDC9;MCDCH850;MCDCT850;84,32;14/08/2025
MCDC9;MCDCA850;MCDCM850;84,32;15/01/2026
MCDC9;MCDCJ85;MCDCV85;84,32;15/10/2026
MCDC9;MCDCD850;MCDCP850;84,32;16/04/2026
MCDC9;MCDCG85;MCDCS85;84,32;16/07/2026
MCDC9;MCDCJ850;MCDCV850;84,32;16/10/2025
MCDC9;MCDCG850;MCDCS850;84,32;17/07/2025
MCDC9;MCDCI85;MCDCU85;84,32;17/09/2026
MCDC9;MCDCL85;MCDCX85;84,32;17/12/2026
MCDC9;MCDCB85;MCDCN85;84,32;18/02/2027
MCDC9;MCDCF85;MCDCR85;84,32;18/06/2026
MCDC9;MCDCI850;MCDCU850;84,32;18/09/2025
MCDC9;MCDCK85;MCDCW85;84,32;18/11/2026
MCDC9;MCDCL850;MCDCX850;84,32;18/12/2025
MCDC9;MCDCB850;MCDCN850;84,32;19/02/2026
MCDC9;MCDCC850;MCDCO850;84,32;19/03/2026
MCDC9;MCDCH85;MCDCT85;84,32;20/08/2026
MCDC9;MCDCK850;MCDCW850;84,32;20/11/2025
MDIA3;MDIAA20;MDIAM20;19,57;14/01/2027
MDIA3;MDIAE200;MDIAQ200;19,57;14/05/2026
MDIA3;MDIAH265;MDIAT265;25,97;14/08/2025
MDIA3;MDIAH270;MDIAT270;26,47;14/08/2025
MDIA3;MDIAH319;MDIAT319;31,47;14/08/2025
MDIA3;MDIAH356;MDIAT356;35,22;14/08/2025
MDIA3;MDIAA200;MDIAM200;19,57;15/01/2026
MDIA3;MDIAJ20;MDIAV20;19,57;15/10/2026
MDIA3;MDIAD200;MDIAP200;19,57;16/04/2026
MDIA3;MDIAG200;MDIAS200;19,57;16/07/2026
MDIA3;MDIAJ200;MDIAV200;19,57;16/10/2025
MDIA3;MDIAG345;MDIAS345;34,07;17/07/2025
MDIA3;MDIAG347;MDIAS347;34,32;17/07/2025
MDIA3;MDIAG350;MDIAS350;34,57;17/07/2025
MDIA3;MDIAG352;MDIAS352;34,82;17/07/2025
MDIA3;MDIAG355;MDIAS355;35,07;17/07/2025
MDIA3;MDIAI20;MDIAU20;19,57;17/09/2026
MDIA3;MDIAL20;MDIAX20;19,57;17/12/2026
MDIA3;MDIAB20;MDIAN20;19,57;18/02/2027
MDIA3;MDIAI200;MDIAU200;19,57;18/09/2025
MDIA3;MDIAK20;MDIAW20;19,57;18/11/2026
MDIA3;MDIAL200;MDIAX200;19,57;18/12/2025
MDIA3;MDIAB200;MDIAN200;19,57;19/02/2026
MDIA3;MDIAC200;MDIAO200;19,57;19/03/2026
MDIA3;MDIAH200;MDIAT200;19,57;20/08/2026
MDIA3;MDIAK200;MDIAW200;19,57;20/11/2025
MEAL3;MEALA10;MEALM10;1,00;14/01/2027
MEAL3;MEALE100;MEALQ100;1,00;14/05/2026
MEAL3;MEALH100;MEALT100;1,00;14/08/2025
MEAL3;MEALA100;MEALM100;1,00;15/01/2026
MEAL3;MEALJ10;MEALV10;1,00;15/10/2026
MEAL3;MEALD100;MEALP100;1,00;16/04/2026
MEAL3;MEALG10;MEALS10;1,00;16/07/2026
MEAL3;MEALJ100;MEALV100;1,00;16/10/2025
MEAL3;MEALG100;MEALS100;1,00;17/07/2025
MEAL3;MEALI10;MEALU10;1,00;17/09/2026
MEAL3;MEALL10;MEALX10;1,00;17/12/2026
MEAL3;MEALB99;MEALN99;1,00;18/02/2027
MEAL3;MEALF10;MEALR10;1,00;18/06/2026
MEAL3;MEALI100;MEALU100;1,00;18/09/2025
MEAL3;MEALK10;MEALW10;1,00;18/11/2026
MEAL3;MEALL100;MEALX100;1,00;18/12/2025
MEAL3;MEALB10;MEALN10;1,00;19/02/2026
MEAL3;MEALC100;MEALO100;1,00;19/03/2026
MEAL3;MEALH10;MEALT10;1,00;20/08/2026
MEAL3;MEALK100;MEALW100;1,00;20/11/2025
MELI9;MELIA91;MELIM91;91,00;14/01/2027
MELI9;MELIE910;MELIQ910;91,00;14/05/2026
MELI9;MELIH910;MELIT910;91,00;14/08/2025
MELI9;MELIA910;MELIM910;91,00;15/01/2026
MELI9;MELIJ91;MELIV91;91,00;15/10/2026
MELI9;MELID910;MELIP910;91,00;16/04/2026
MELI9;MELIG91;MELIS91;91,00;16/07/2026
MELI9;MELIJ910;MELIV910;91,00;16/10/2025
MELI9;MELIG910;MELIS910;91,00;17/07/2025
MELI9;MELIG110;MELIS110;110,00;17/07/2025
MELI9;MELII91;MELIU91;91,00;17/09/2026
MELI9;MELIL91;MELIX91;91,00;17/12/2026
MELI9;MELIB909;MELIN909;91,00;18/02/2027
MELI9;MELIF91;MELIR91;91,00;18/06/2026
MELI9;MELII910;MELIU910;91,00;18/09/2025
MELI9;MELIK91;MELIW91;91,00;18/11/2026
MELI9;MELIL910;MELIX910;91,00;18/12/2025
MELI9;MELIB91;MELIN91;91,00;19/02/2026
MELI9;MELIC91;MELIO91;91,00;19/03/2026
MELI9;MELIH91;MELIT91;91,00;20/08/2026
MELI9;MELIK910;MELIW910;91,00;20/11/2025
MGLU3;MGLUA80;MGLUM80;7,69;14/01/2027
MGLU3;MGLUA90;MGLUM90;8,69;14/01/2027
MGLU3;MGLUA650;MGLUM650;64,69;14/01/2027
MGLU3;MGLUA700;MGLUM700;69,69;14/01/2027
MGLU3;MGLUE200;MGLUQ200;19,69;14/05/2026
MGLU3;MGLUE30;MGLUQ30;29,69;14/05/2026
MGLU3;MGLUE349;MGLUQ349;34,69;14/05/2026
MGLU3;MGLUE14;MGLUQ14;139,69;14/05/2026
MGLU3;MGLUE150;MGLUQ150;149,69;14/05/2026
MGLU3;MGLUE16;MGLUQ16;159,69;14/05/2026
MGLU3;MGLUJ14;MGLUV14;13,69;15/10/2026
MGLU3;MGLUJ15;MGLUV15;14,69;15/10/2026
MGLU3;MGLUJ179;MGLUV179;17,69;15/10/2026
MGLU3;MGLUJ199;MGLUV199;19,69;15/10/2026
MGLU3;MGLUJ219;MGLUV219;21,69;15/10/2026
MGLU3;MGLUJ2;MGLUV2;23,69;15/10/2026
MGLU3;MGLUJ460;MGLUV460;45,69;15/10/2026
MGLU3;MGLUD250;MGLUP250;24,69;16/04/2026
MGLU3;MGLUG18;MGLUS18;17,69;16/07/2026
MGLU3;MGLUG200;MGLUS200;19,69;16/07/2026
MGLU3;MGLUG22;MGLUS22;21,69;16/07/2026
MGLU3;MGLUG24;MGLUS24;23,69;16/07/2026
MGLU3;MGLUG26;MGLUS26;25,69;16/07/2026
MGLU3;MGLUJ600;MGLUV600;5,69;16/10/2025
MGLU3;MGLUG920;MGLUS920;8,89;17/07/2025
MGLU3;MGLUG104;MGLUS104;10,09;17/07/2025
MGLU3;MGLUG114;MGLUS114;11,09;17/07/2025
MGLU3;MGLUG394;MGLUS394;39,09;17/07/2025
MGLU3;MGLUG396;MGLUS396;39,34;17/07/2025
MGLU3;MGLUG40;MGLUS40;39,59;17/07/2025
MGLU3;MGLUG401;MGLUS401;39,84;17/07/2025
MGLU3;MGLUG404;MGLUS404;40,09;17/07/2025
MGLU3;MGLUG45;MGLUS45;44,59;17/07/2025
MGLU3;MGLUG50;MGLUS50;49,59;17/07/2025
MGLU3;MGLUG55;MGLUS55;54,59;17/07/2025
MGLU3;MGLUI1;MGLUU1;24,69;17/09/2026
MGLU3;MGLUL120;MGLUX120;11,69;17/12/2026
MGLU3;MGLUL130;MGLUX130;12,69;17/12/2026
MGLU3;MGLUL140;MGLUX140;13,69;17/12/2026
MGLU3;MGLUL150;MGLUX150;14,69;17/12/2026
MGLU3;MGLUL160;MGLUX160;15,69;17/12/2026
MGLU3;MGLUL650;MGLUX650;64,69;17/12/2026
MGLU3;MGLUL700;MGLUX700;69,69;17/12/2026
MGLU3;MGLUB1;MGLUN1;5,69;18/02/2027
MGLU3;MGLUB10;MGLUN10;9,69;18/02/2027
MGLU3;MGLUB110;MGLUN110;10,69;18/02/2027
MGLU3;MGLUB120;MGLUN120;11,69;18/02/2027
MGLU3;MGLUB130;MGLUN130;12,69;18/02/2027
MGLU3;MGLUB140;MGLUN140;13,69;18/02/2027
MGLU3;MGLUB650;MGLUN650;64,69;18/02/2027
MGLU3;MGLUB700;MGLUN700;69,69;18/02/2027
MGLU3;MGLUC1;MGLUO1;7,69;18/03/2027
MGLU3;MGLUC899;MGLUO899;8,69;18/03/2027
MGLU3;MGLUC10;MGLUO10;9,69;18/03/2027
MGLU3;MGLUC11;MGLUO11;10,69;18/03/2027
MGLU3;MGLUC12;MGLUO12;11,69;18/03/2027
MGLU3;MGLUC13;MGLUO13;12,69;18/03/2027
MGLU3;MGLUC14;MGLUO14;13,69;18/03/2027
MGLU3;MGLUC15;MGLUO15;14,69;18/03/2027
MGLU3;MGLUI610;MGLUU610;5,79;18/09/2025
MGLU3;MGLUI630;MGLUU630;5,99;18/09/2025
MGLU3;MGLUI650;MGLUU650;6,19;18/09/2025
MGLU3;MGLUI670;MGLUU670;6,39;18/09/2025
MGLU3;MGLUI244;MGLUU244;24,09;18/09/2025
MGLU3;MGLUI25;MGLUU25;24,59;18/09/2025
MGLU3;MGLUI251;MGLUU251;24,84;18/09/2025
MGLU3;MGLUI35;MGLUU35;34,59;18/09/2025
MGLU3;MGLUI399;MGLUU399;39,59;18/09/2025
MGLU3;MGLUI446;MGLUU446;44,34;18/09/2025
MGLU3;MGLUI50;MGLUU50;49,59;18/09/2025
MGLU3;MGLUI640;MGLUU640;639,84;18/09/2025
MGLU3;MGLUK1;MGLUW1;11,69;18/11/2026
MGLU3;MGLUK13;MGLUW13;12,69;18/11/2026
MGLU3;MGLUK650;MGLUW650;64,69;18/11/2026
MGLU3;MGLUK700;MGLUW700;69,69;18/11/2026
MGLU3;MGLUL200;MGLUX200;19,59;18/12/2025
MGLU3;MGLUL25;MGLUX25;24,59;18/12/2025
MGLU3;MGLUL30;MGLUX30;29,59;18/12/2025
MGLU3;MGLUL35;MGLUX35;34,59;18/12/2025
MGLU3;MGLUL40;MGLUX40;39,59;18/12/2025
MGLU3;MGLUL45;MGLUX45;44,59;18/12/2025
